interest_rate,rate_shock_bp,occupancy_multiplier,net_cashflow,dscr
0.060000000000000005,100.0,0.16,0.068,2.1333333333333333
0.0625,125.0,0.16,0.0655,2.048
0.065,150.0,0.16,0.063,1.9692307692307691
0.0675,175.0,0.16,0.0605,1.8962962962962961
0.07,200.0,0.16,0.057999999999999996,1.8285714285714285
0.07250000000000001,225.0,0.16,0.055499999999999994,1.76551724137931
0.07500000000000001,250.0,0.16,0.05299999999999999,1.7066666666666666
0.0775,275.0,0.16,0.0505,1.6516129032258065
0.08,300.0,0.16,0.048,1.6
0.05,0.0,0.18,0.09399999999999999,2.8799999999999994
0.052500000000000005,25.0,0.18,0.09149999999999998,2.7428571428571424
0.055,50.0,0.18,0.089,2.618181818181818
0.0575,75.0,0.18,0.0865,2.5043478260869563
0.060000000000000005,100.0,0.18,0.08399999999999999,2.3999999999999995
0.0625,125.0,0.18,0.08149999999999999,2.304
0.065,150.0,0.18,0.07899999999999999,2.215384615384615
0.0675,175.0,0.18,0.07649999999999998,2.133333333333333
0.07,200.0,0.18,0.07399999999999998,2.057142857142857
0.07250000000000001,225.0,0.18,0.07149999999999998,1.9862068965517237
0.07500000000000001,250.0,0.18,0.06899999999999998,1.9199999999999995
0.0775,275.0,0.18,0.06649999999999999,1.8580645161290321
0.08,300.0,0.18,0.06399999999999999,1.7999999999999998
0.05,0.0,0.2,0.11,3.2000000000000006
0.052500000000000005,25.0,0.2,0.1075,3.047619047619048
0.055,50.0,0.2,0.10500000000000001,2.9090909090909096
0.0575,75.0,0.2,0.10250000000000001,2.7826086956521743
0.060000000000000005,100.0,0.2,0.1,2.666666666666667
0.0625,125.0,0.2,0.0975,2.5600000000000005
0.065,150.0,0.2,0.095,2.461538461538462
0.0675,175.0,0.2,0.0925,2.3703703703703707
0.07,200.0,0.2,0.09,2.285714285714286
0.07250000000000001,225.0,0.2,0.0875,2.206896551724138
0.07500000000000001,250.0,0.2,0.08499999999999999,2.1333333333333333
0.0775,275.0,0.2,0.0825,2.0645161290322585
0.08,300.0,0.2,0.08,2.0000000000000004
0.05,0.0,0.22,0.126,3.52
0.052500000000000005,25.0,0.22,0.12349999999999998,3.3523809523809525
0.055,50.0,0.22,0.121,3.2
0.0575,75.0,0.22,0.1185,3.0608695652173914
0.060000000000000005,100.0,0.22,0.11599999999999999,2.9333333333333336
0.0625,125.0,0.22,0.11349999999999999,2.8160000000000003
0.065,150.0,0.22,0.11099999999999999,2.707692307692308
0.0675,175.0,0.22,0.10849999999999999,2.6074074074074076
0.07,200.0,0.22,0.10599999999999998,2.5142857142857142
0.07250000000000001,225.0,0.22,0.10349999999999998,2.4275862068965517
0.07500000000000001,250.0,0.22,0.10099999999999998,2.3466666666666667
0.0775,275.0,0.22,0.09849999999999999,2.270967741935484
0.08,300.0,0.22,0.09599999999999999,2.2
0.05,0.0,0.24,0.14200000000000002,3.84
0.052500000000000005,25.0,0.24,0.1395,3.657142857142857
0.055,50.0,0.24,0.137,3.490909090909091
0.0575,75.0,0.24,0.1345,3.3391304347826085
0.060000000000000005,100.0,0.24,0.132,3.1999999999999997
0.0625,125.0,0.24,0.1295,3.072
0.065,150.0,0.24,0.127,2.953846153846154
0.0675,175.0,0.24,0.1245,2.844444444444444
0.07,200.0,0.24,0.122,2.7428571428571424
0.07250000000000001,225.0,0.24,0.1195,2.648275862068965
0.07500000000000001,250.0,0.24,0.11699999999999999,2.5599999999999996
0.0775,275.0,0.24,0.1145,2.47741935483871
0.08,300.0,0.24,0.112,2.4
0.05,0.0,0.26,0.15800000000000003,4.16
0.052500000000000005,25.0,0.26,0.15550000000000003,3.961904761904762
0.055,50.0,0.26,0.15300000000000002,3.781818181818182
0.0575,75.0,0.26,0.15050000000000002,3.617391304347826
0.060000000000000005,100.0,0.26,0.14800000000000002,3.466666666666667
0.0625,125.0,0.26,0.14550000000000002,3.3280000000000003
0.065,150.0,0.26,0.14300000000000002,3.2
0.0675,175.0,0.26,0.1405,3.0814814814814815
0.07,200.0,0.26,0.138,2.9714285714285715
0.07250000000000001,225.0,0.26,0.1355,2.8689655172413793
0.07500000000000001,250.0,0.26,0.133,2.773333333333333
0.0775,275.0,0.26,0.1305,2.6838709677419357
0.08,300.0,0.26,0.128,2.6
0.05,0.0,0.28,0.17400000000000004,4.48
0.052500000000000005,25.0,0.28,0.17150000000000004,4.266666666666667
0.055,50.0,0.28,0.16900000000000004,4.072727272727273
0.0575,75.0,0.28,0.16650000000000004,3.895652173913044
0.060000000000000005,100.0,0.28,0.16400000000000003,3.7333333333333334
0.0625,125.0,0.28,0.16150000000000003,3.5840000000000005
0.065,150.0,0.28,0.15900000000000003,3.4461538461538463
0.0675,175.0,0.28,0.15650000000000003,3.318518518518519
0.07,200.0,0.28,0.15400000000000003,3.2
0.07250000000000001,225.0,0.28,0.15150000000000002,3.089655172413793
0.07500000000000001,250.0,0.28,0.14900000000000002,2.986666666666667
0.0775,275.0,0.28,0.14650000000000002,2.8903225806451616
0.08,300.0,0.28,0.14400000000000002,2.8000000000000003
0.05,0.0,0.3,0.19,4.8
0.052500000000000005,25.0,0.3,0.1875,4.571428571428571
0.055,50.0,0.3,0.185,4.363636363636363
0.0575,75.0,0.3,0.1825,4.173913043478261
0.060000000000000005,100.0,0.3,0.18,3.9999999999999996
0.0625,125.0,0.3,0.1775,3.84
0.065,150.0,0.3,0.175,3.692307692307692
0.0675,175.0,0.3,0.1725,3.5555555555555554
0.07,200.0,0.3,0.16999999999999998,3.428571428571428
0.07250000000000001,225.0,0.3,0.16749999999999998,3.3103448275862064
0.07500000000000001,250.0,0.3,0.16499999999999998,3.1999999999999993
0.0775,275.0,0.3,0.16249999999999998,3.096774193548387
0.08,300.0,0.3,0.15999999999999998,3.0
0.05,0.0,0.32,0.20600000000000002,5.12
0.052500000000000005,25.0,0.32,0.20350000000000001,4.876190476190476
0.055,50.0,0.32,0.201,4.654545454545454
0.0575,75.0,0.32,0.1985,4.452173913043478
0.060000000000000005,100.0,0.32,0.196,4.266666666666667
0.0625,125.0,0.32,0.1935,4.096
0.065,150.0,0.32,0.191,3.9384615384615382
0.0675,175.0,0.32,0.1885,3.7925925925925923
0.07,200.0,0.32,0.186,3.657142857142857
0.07250000000000001,225.0,0.32,0.1835,3.53103448275862
0.07500000000000001,250.0,0.32,0.181,3.413333333333333
0.0775,275.0,0.32,0.1785,3.303225806451613
0.08,300.0,0.32,0.176,3.2
0.05,0.0,0.34,0.22200000000000003,5.44
0.052500000000000005,25.0,0.34,0.21950000000000003,5.180952380952381
0.055,50.0,0.34,0.21700000000000003,4.945454545454546
0.0575,75.0,0.34,0.21450000000000002,4.730434782608696
0.060000000000000005,100.0,0.34,0.21200000000000002,4.533333333333333
0.0625,125.0,0.34,0.20950000000000002,4.352
0.065,150.0,0.34,0.20700000000000002,4.184615384615385
0.0675,175.0,0.34,0.20450000000000002,4.029629629629629
0.07,200.0,0.34,0.202,3.8857142857142857
0.07250000000000001,225.0,0.34,0.1995,3.7517241379310344
0.07500000000000001,250.0,0.34,0.197,3.6266666666666665
0.0775,275.0,0.34,0.1945,3.509677419354839
0.08,300.0,0.34,0.192,3.4000000000000004
0.05,0.0,0.36,0.238,5.759999999999999
0.052500000000000005,25.0,0.36,0.2355,5.485714285714285
0.055,50.0,0.36,0.23299999999999998,5.236363636363636
0.0575,75.0,0.36,0.23049999999999998,5.0086956521739125
0.060000000000000005,100.0,0.36,0.22799999999999998,4.799999999999999
0.0625,125.0,0.36,0.22549999999999998,4.608
0.065,150.0,0.36,0.22299999999999998,4.43076923076923
0.0675,175.0,0.36,0.22049999999999997,4.266666666666666
0.07,200.0,0.36,0.21799999999999997,4.114285714285714
0.07250000000000001,225.0,0.36,0.21549999999999997,3.9724137931034473
0.07500000000000001,250.0,0.36,0.21299999999999997,3.839999999999999
0.0775,275.0,0.36,0.21049999999999996,3.7161290322580642
0.08,300.0,0.36,0.20799999999999996,3.5999999999999996
0.05,0.0,0.38,0.254,6.080000000000001
0.052500000000000005,25.0,0.38,0.2515,5.790476190476191
0.055,50.0,0.38,0.249,5.527272727272728
0.0575,75.0,0.38,0.2465,5.286956521739131
0.060000000000000005,100.0,0.38,0.244,5.066666666666667
0.0625,125.0,0.38,0.2415,4.864000000000001
0.065,150.0,0.38,0.239,4.676923076923077
0.0675,175.0,0.38,0.2365,4.503703703703704
0.07,200.0,0.38,0.23399999999999999,4.342857142857143
0.07250000000000001,225.0,0.38,0.23149999999999998,4.1931034482758625
0.07500000000000001,250.0,0.38,0.22899999999999998,4.053333333333334
0.0775,275.0,0.38,0.22649999999999998,3.922580645161291
0.08,300.0,0.38,0.22399999999999998,3.8000000000000007
0.05,0.0,0.4,0.27,6.400000000000001
0.052500000000000005,25.0,0.4,0.2675,6.095238095238096
0.055,50.0,0.4,0.265,5.818181818181819
0.0575,75.0,0.4,0.2625,5.565217391304349
0.060000000000000005,100.0,0.4,0.26,5.333333333333334
0.0625,125.0,0.4,0.2575,5.120000000000001
0.065,150.0,0.4,0.255,4.923076923076924
0.0675,175.0,0.4,0.2525,4.740740740740741
0.07,200.0,0.4,0.25,4.571428571428572
0.07250000000000001,225.0,0.4,0.2475,4.413793103448276
0.07500000000000001,250.0,0.4,0.245,4.266666666666667
0.0775,275.0,0.4,0.2425,4.129032258064517
0.08,300.0,0.4,0.24,4.000000000000001
0.05,0.0,0.42,0.286,6.72
0.052500000000000005,25.0,0.42,0.2835,6.3999999999999995
0.055,50.0,0.42,0.28099999999999997,6.109090909090909
0.0575,75.0,0.42,0.27849999999999997,5.843478260869565
0.060000000000000005,100.0,0.42,0.27599999999999997,5.6
0.0625,125.0,0.42,0.27349999999999997,5.376
0.065,150.0,0.42,0.27099999999999996,5.1692307692307695
0.0675,175.0,0.42,0.26849999999999996,4.977777777777778
0.07,200.0,0.42,0.26599999999999996,4.8
0.07250000000000001,225.0,0.42,0.26349999999999996,4.634482758620689
0.07500000000000001,250.0,0.42,0.26099999999999995,4.4799999999999995
0.0775,275.0,0.42,0.25849999999999995,4.335483870967742
0.08,300.0,0.42,0.25599999999999995,4.2
0.05,0.0,0.44,0.302,7.04
0.052500000000000005,25.0,0.44,0.2995,6.704761904761905
0.055,50.0,0.44,0.297,6.4
0.0575,75.0,0.44,0.2945,6.121739130434783
0.060000000000000005,100.0,0.44,0.292,5.866666666666667
0.0625,125.0,0.44,0.2895,5.632000000000001
0.065,150.0,0.44,0.287,5.415384615384616
0.0675,175.0,0.44,0.2845,5.214814814814815
0.07,200.0,0.44,0.282,5.0285714285714285
0.07250000000000001,225.0,0.44,0.27949999999999997,4.855172413793103
0.07500000000000001,250.0,0.44,0.27699999999999997,4.693333333333333
0.0775,275.0,0.44,0.27449999999999997,4.541935483870968
0.08,300.0,0.44,0.27199999999999996,4.4
0.05,0.0,0.46,0.318,7.36
0.052500000000000005,25.0,0.46,0.3155,7.0095238095238095
0.055,50.0,0.46,0.313,6.690909090909091
0.0575,75.0,0.46,0.3105,6.4
0.060000000000000005,100.0,0.46,0.308,6.133333333333334
0.0625,125.0,0.46,0.3055,5.888000000000001
0.065,150.0,0.46,0.303,5.661538461538462
0.0675,175.0,0.46,0.3005,5.451851851851853
0.07,200.0,0.46,0.298,5.257142857142857
0.07250000000000001,225.0,0.46,0.2955,5.075862068965518
0.07500000000000001,250.0,0.46,0.293,4.906666666666666
0.0775,275.0,0.46,0.2905,4.748387096774194
0.08,300.0,0.46,0.288,4.6000000000000005
0.05,0.0,0.48,0.334,7.68
0.052500000000000005,25.0,0.48,0.3315,7.314285714285714
0.055,50.0,0.48,0.329,6.981818181818182
0.0575,75.0,0.48,0.3265,6.678260869565217
0.060000000000000005,100.0,0.48,0.324,6.3999999999999995
0.0625,125.0,0.48,0.3215,6.144
0.065,150.0,0.48,0.319,5.907692307692308
0.0675,175.0,0.48,0.3165,5.688888888888888
0.07,200.0,0.48,0.314,5.485714285714285
0.07250000000000001,225.0,0.48,0.3115,5.29655172413793
0.07500000000000001,250.0,0.48,0.309,5.119999999999999
0.0775,275.0,0.48,0.3065,4.95483870967742
0.08,300.0,0.48,0.304,4.8
0.05,0.0,0.5,0.35000000000000003,8.0
0.052500000000000005,25.0,0.5,0.34750000000000003,7.619047619047619
0.055,50.0,0.5,0.34500000000000003,7.272727272727273
0.0575,75.0,0.5,0.3425,6.956521739130435
0.060000000000000005,100.0,0.5,0.34,6.666666666666666
0.0625,125.0,0.5,0.3375,6.4
0.065,150.0,0.5,0.335,6.153846153846154
0.0675,175.0,0.5,0.3325,5.925925925925926
0.07,200.0,0.5,0.33,5.714285714285714
0.07250000000000001,225.0,0.5,0.3275,5.517241379310344
0.07500000000000001,250.0,0.5,0.325,5.333333333333333
0.0775,275.0,0.5,0.3225,5.161290322580646
0.08,300.0,0.5,0.32,5.0
